columns,sample,human_detected,csv_detected,id
"""J""","['22', '22', '22', '22', '22', '22', '22', '22', '22', '22']",code_departement,code_departement,8fa81f0c-894d-431c-823b-583415ad1593
EPOUX_45_65,"['42', '29', '28', '45', '32']",code_departement,code_departement,ad483b5a-be57-4283-9f60-8fcc60351c2f
departement,"['92', '92', '92', '92', '92', '92', '92', '92', '92', '92']",code_departement,code_departement,367dfc8a-55a0-47fd-9f46-bf58fc68d89a
Tranche de commune détaillée,"['11', '13', '61', '44', '41', '13', '11', '72', '14', '13']",code_departement,code_departement,4a74da9b-8456-4710-bf62-6803abe4687a
code_reg,"['72', '72', '72', '72', '72', '72', '72', '72', '72', '72']",code_departement,code_departement,dd22cdd3-802e-455f-9404-d00aca728b5c
ARE,"['37', '42', '38']",code_departement,code_departement,335742cc-a0a2-4c81-a339-344fa98ca525
MOLL,"['50', '27', 'PC', '42', '50', '32', '31', '47', '38', '45']",code_departement,code_departement,225fba16-fc58-4575-84f7-4bc39bb1e0a1
MESURE_J01,"['44', '64', '34', '53', '59']",code_departement,code_departement,4eba2ea4-d635-4ff5-a668-d329ea2ed104
MESURE_J19,"['54', '84', '57', '29', '88']",code_departement,code_departement,84d8034a-4c0b-478b-aeb4-06aafcbfd406
N°Panneau,"['12', '3', '4', '2', '11', '12', '1', '11', '3', '13']",code_departement,code_departement,5b6d8d79-2add-4051-b9bc-a3c488e9c322
MESURE_J22,"['39.0', '21.0', '11.0', '31.0', '27.0', '36.0', '91.0', '28.0', '13.0', '23.0']",code_departement,code_departement,e7619d6b-9a2a-4c58-ab3e-3f7b9f9f351d
dept,"['49', '10', '86', '55', '3', '71', '6', '89', '45', '89']",code_departement,code_departement,f809d255-9a68-4491-a18b-f5a1083c5549
AVRIL,"['20', '18', '10']",code_departement,code_departement,2df1ecea-dd47-4dd4-bdc9-85ade3b113e7
MESURE_J28,"['25', '63', '24', '12', '49', '34', '50', '57', '15', '13']",code_departement,code_departement,7f13ec6d-8132-4e17-811b-512f4c8a09e0
REG2016,"['76', '76', '76', '76', '76', '76', '76', '76', '76', '76']",code_departement,code_departement,6ee91f27-828f-44a2-a3a3-310996468954
MESURE_J27,"['34.0', '18.0', '64.0', '22.0', '36.0', '43.0', '50.0', '32.0', '13.0', '21.0']",code_departement,code_departement,44a3a64d-cb33-4ef5-8c77-7c8e03e8ab60
OCTOBRE,"['26', '41', '56']",code_departement,code_departement,3b36f452-bd87-471f-84ab-ab2d7efe3c03
SEPTEMBRE,"['22', '31', '28']",code_departement,code_departement,16f61602-1ef1-40ba-8a5e-894c91a88faf
Pourcentage Bacheliers sortants 2de 1re Terminale France,"['64.0', '59.0', '61.0', '64.0', '59.0', '59.0', '64.0', '61.0', '59.0', '64.0']",code_departement,code_departement,35f7bef7-48fc-48d5-9c0f-ed59be504e05
"""uai_insee_reg""","['27', '52', '27', '75', '32', '76', '84', '53', '27', '27']",code_departement,code_departement,f7cfb038-43b0-4987-830e-eaa7337b040d
MESURE_J10,"['70', '56', '46', '36', '75']",code_departement,code_departement,347acd5f-7a54-4cba-a85e-95c495cdc9e1
DECEMBRE,"['31', '39', '35']",code_departement,code_departement,cf6fc279-8161-4f5d-8711-801da1f4c368
MESURE_J31,"['26.0', '62.0', '77.0']",code_departement,code_departement,3de3356d-2290-406a-9345-770793f6cd38
MESURE_J18,"['42', '60', '75', '32', '77']",code_departement,code_departement,949d2eee-b443-4e48-a389-17305d7e1858
Département,"['54', '13', '68', '78', '64', '07', '81', '57', '75', '62']",code_departement,code_departement,ae24f71c-2e55-419a-b36b-f234a20b5e9d
Code du département,"['33', '33', '33', '33', '33', '33', '33', '33', '33', '33']",code_departement,code_departement,f83ad9a2-aefb-4d1b-ac2f-1abcf363b3fd
Code du département,"['33', '33', '33', '33', '33', '33', '33', '33', '33', '33']",code_departement,code_departement,1dc0c6f2-9ffa-44d4-9501-d19ba8f0cbe3
Code_dpt,"['94', '37', '50', '19', '90', '12', '01', '49', '89', '53']",code_departement,code_departement,13501b8f-1856-43a6-8688-54dc0c4e17ca
Panneau-18,"['18.0', '18.0', '18.0', '18.0', '18.0', '18.0', '18.0', '18.0', '18.0', '18.0']",code_departement,code_departement,b32c09ac-de17-4da0-99a9-9a22e3556dee
Code département,"['59', '59', '59', '59', '59', '59', '59', '59', '59', '59']",code_departement,code_departement,c27446c5-6401-49e3-8b8c-7cddf1ffb457
MESURE_J20,"['49', '74', '66', '39', '76']",code_departement,code_departement,9aaf1e16-0403-4ba4-9f22-a4e15dfcdf2f
MAI,"['20', '28', '17']",code_departement,code_departement,f6f92cd0-031c-4d7f-be7a-d195980e9b32
Code du département,"['68', '68', '68', '68', '68', '68', '68', '68', '68', '68']",code_departement,code_departement,e2f0c655-1490-4a03-872f-21b0d71e8620
MESURE_J15,"['47', '76', '50', '59', '65']",code_departement,code_departement,74e65712-c715-40e8-9cdc-f08980b46476
MESURE_J27,"['77.0', '79.0', '50.0', '78.0']",code_departement,code_departement,5954c9cd-03a3-4a40-a0f9-b20391580732
Code du département,"['33', '33', '33', '33', '33', '33', '33', '33', '33', '33']",code_departement,code_departement,b5d54a60-0140-47c7-b0b9-81d678a04c1c
JUIN,"['19', '27', '25']",code_departement,code_departement,ed545e10-621a-4a15-8a49-f31a8d4b38b8
MESURE_J15,"['35', '66', '39', '52', '54']",code_departement,code_departement,9670fb99-84ef-45a9-abca-938b09a258be
Voix-22,"['41.0', '68.0', '44.0', '83.0']",code_departement,code_departement,1ed0f912-3adc-4b98-bb23-23404b3159df
Adresse administrative - Code département du tiers bénéficiaire,"['93', '75', '75', '75', '75', '75', '75', '75', '75', '75']",code_departement,code_departement,57ad843e-da76-49cf-b04f-866328a38330
MOYENNE_MOIS,"['26', '35', '36']",code_departement,code_departement,16f61602-1ef1-40ba-8a5e-894c91a88faf
MESURE_J25,"['31', '73', '37', '17', '54', '41', '33', '24', '17', '16']",code_departement,code_departement,7bcd7801-2a51-426a-a366-8aeb4ac13f2e
Panneau-10,"['10', '10', '10', '10', '10', '10', '10', '10', '10', '10']",code_departement,code_departement,91d3def0-2d1d-4271-ab2a-f88076878660
REG2016,"['76', '76', '76', '76', '76', '76', '76', '76', '76', '76']",code_departement,code_departement,acb16327-d668-4199-ade8-ab9de475dbe3
MESURE_J13,"['34', '52', '64', '45', '68']",code_departement,code_departement,b54d51f5-5e69-40a9-a58e-9ace7cd0d603
code région,"['84', '76', '84', '52', '11', '76', '84', '84', '4', '27']",code_departement,code_departement,339baca6-e747-4a58-9a0a-65ce1eb6620e
DEL1_C1_den_etbt,"['60.0', '60.0', '60.0', '60.0', '60.0', '60.0', '60.0', '60.0', '60.0', '60.0']",code_departement,code_departement,22383917-cb72-4b6d-b7d7-9645bcd5df47
DEPARTEMENT,"['92', '92', '92', '92', '92', '92', '92', '92', '92', '92']",code_departement,code_departement,68ea36f7-b093-4b56-b244-42fdd86bac5d
TYPEPSC,"['7', '7', '7', '7', '7', '7', '7', '7', '7', '7']",code_departement,code_departement,7b7e9564-f1ad-4c60-8698-9766e418b908
NOVEMBRE,"['35', '42', '67']",code_departement,code_departement,78794c12-f10d-4985-983c-7c6c5359fd5e
SEPTEMBRE,"['22', '31', '28']",code_departement,code_departement,d598b817-7c9e-4c8f-8899-a33c1670cb40
role_possede_cdn,"['38', '38', '35', '38', '40', '38', '40', '35', '38', '43']",code_departement,code_departement,818dd8f1-1d22-442c-a03d-2b9898c49491
DECEMBRE,"['31', '39', '35']",code_departement,code_departement,d478ae45-cecc-4b9c-86dd-94e1564b61d1
puiss_max,"['22', '22', '22', '22', '22', '22', '22', '22', '22', '22']",code_departement,code_departement,74930a1b-11b1-4af9-b665-4ac14c2ea532
Région,"['Corse', 'Corse', 'Corse', 'Corse', 'Corse', 'Corse', 'Corse', 'Corse', 'Corse', 'Corse']",region,region,e417cd27-2206-4310-acbe-ff4fb2ccb97b
cell1,"['Centre', 'NAME', 'Nord-Pas-de-Calais', 'Picardie', 'Ile-de-France', 'Aquitaine', 'Rhône-Alpes', 'Poitou-Charentes', ""Provence-Alpes-Côte d'Azur"", 'Midi-Pyrénées']",region,region,e66353ea-4bfd-4bb1-b278-51908eb2439c
Région,"['Grand-Est', 'Nouvelle Aquitaine', 'Normandie', 'Bourgogne-Franche-Comté', 'Auvergne-Rhône-Alpes', 'Auvergne-Rhône-Alpes', 'Normandie', 'Nouvelle Aquitaine', 'Auvergne-Rhône-Alpes', 'Auvergne-Rhône-Alpes']",region,region,03c43139-636a-4a43-bb72-80ea829d0440
Région normalisée,"['pays de la loire', 'pays de la loire', 'pays de la loire', 'pays de la loire', 'pays de la loire', 'pays de la loire', 'pays de la loire', 'pays de la loire', 'pays de la loire', 'pays de la loire']",region,region,2cdf86a2-8acc-48c0-9caa-25e3952d4ccb
Région normalisée,"['ile de france', 'ile de france', 'ile de france', 'ile de france', 'ile de france', 'ile de france', 'ile de france', 'ile de france', 'ile de france', 'ile de france']",region,region,dad17d5f-977b-4754-93fd-fa6cf04512a7
Nom région,"['Grand-Est', 'Centre-Val de Loire', 'Auvergne-Rhône-Alpes', 'Île-de-France', 'Auvergne-Rhône-Alpes', 'Grand-Est', 'Bretagne', 'Normandie', 'Occitanie', 'Normandie']",region,region,427e8f2a-b80d-4680-b7cc-3c53e9554f41
Libellé région,"[""PROVENCE-ALPES-COTE D'AZUR"", ""PROVENCE-ALPES-COTE D'AZUR"", ""PROVENCE-ALPES-COTE D'AZUR"", 'OCCITANIE', 'GRAND EST', 'AUVERGNE-RHONE-ALPES', 'ILE-DE-FRANCE', 'AUVERGNE-RHONE-ALPES', ""PROVENCE-ALPES-COTE D'AZUR"", 'GRAND EST']",region,region,576fc1c9-ec6e-44bd-817f-f21bc9ebf3a3
Région,"['Hauts-de-France', 'Hauts-de-France', 'Hauts-de-France', 'Hauts-de-France', 'Hauts-de-France', 'Hauts-de-France', 'Hauts-de-France', 'Hauts-de-France', 'Hauts-de-France', 'Hauts-de-France']",region,region,fbde1c88-34fc-4774-a67d-49aeebe19946
Ancienne Régions,"['Auvergne', 'Midi-Pyrénées', ""Provence-Alpes-Côte d'Azur"", 'Constantine', 'Nord-Pas-de-Calais', 'Pays de la Loire', 'Rhône-Alpes', 'Bourgogne', 'Bretagne', 'Ile-de-France']",region,region,8c910f3c-147a-4ba4-9b42-2a06ce9d6e14
LOCA,"['Aquitaine ', 'Aquitaine ', 'Aquitaine ', 'Aquitaine ', 'Aquitaine ', 'Aquitaine ', 'Aquitaine ', 'Aquitaine ', 'Aquitaine ', 'Aquitaine ']",region,region,ab5d20d2-394f-4331-9ebd-58c8112ce189
Région,"['Ile-de-France', 'Ile-de-France', 'Ile-de-France', 'Ile-de-France', 'Ile-de-France', 'Ile-de-France', 'Ile-de-France', 'Ile-de-France', 'Ile-de-France', 'Ile-de-France']",region,region,dadac03c-f8ad-47ab-a5c9-07ca28cc0bf1
Région,"['Nouvelle-Aquitaine', 'Nouvelle-Aquitaine', 'Nouvelle-Aquitaine', 'Nouvelle-Aquitaine', 'Nouvelle-Aquitaine', 'Nouvelle-Aquitaine', 'Nouvelle-Aquitaine', 'Nouvelle-Aquitaine', 'Nouvelle-Aquitaine', 'Nouvelle-Aquitaine']",region,region,31681ae7-52a3-4002-a7bf-b8a5d7805ee3
region,"['Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine']",region,region,2b4421f7-1d5e-4bc8-b745-4280d9f5493c
Région,"['HAUTS-DE-FRANCE', 'HAUTS-DE-FRANCE', 'HAUTS-DE-FRANCE', 'HAUTS-DE-FRANCE', 'HAUTS-DE-FRANCE', 'HAUTS-DE-FRANCE', 'HAUTS-DE-FRANCE', 'HAUTS-DE-FRANCE', 'HAUTS-DE-FRANCE', 'HAUTS-DE-FRANCE']",region,region,997deed3-83e3-4536-b22f-14e09aacc8e3
Région (avant 2016),"['Nord-Pas-de-Calais', 'Nord-Pas-de-Calais', 'Nord-Pas-de-Calais', 'Nord-Pas-de-Calais', 'Nord-Pas-de-Calais', 'Nord-Pas-de-Calais', 'Nord-Pas-de-Calais', 'Nord-Pas-de-Calais', 'Nord-Pas-de-Calais', 'Nord-Pas-de-Calais']",region,region,b0a2ac4c-4007-4079-afde-885f692d09d7
Région,"['Normandie', ""Provence-Alpes-Côte d'Azur"", 'Auvergne-Rhône-Alpes', 'Bourgogne-Franche-Comté', 'Ile-de-France', 'Centre-Val de Loire', 'Occitanie', 'Bretagne', 'Hauts-de-France', 'Bretagne']",region,region,74b53f2c-f0b7-46fd-86a8-d9d7ad53dba4
Région,"['Île-de-France', 'Île-de-France', 'Île-de-France', 'Île-de-France', 'Île-de-France', 'Île-de-France', 'Île-de-France', 'Île-de-France', 'Île-de-France', 'Île-de-France']",region,region,a0041a2f-aadc-4e75-aded-ff84893b9192
Région SNCF,"['Occitanie', 'Centre-Val de Loire', 'Bourgogne-Franche-Comté', 'Nouvelle-Aquitaine', 'Grand Est', 'Occitanie', 'Nouvelle-Aquitaine', ""Provence-Alpes-Côte d'Azur"", 'Nouvelle-Aquitaine', 'Nouvelle-Aquitaine']",region,region,c83a26b1-0f81-44a3-a193-122f09812d30
nom_region,"['AQUITAINE', 'AQUITAINE', 'AQUITAINE', 'AQUITAINE', 'AQUITAINE', 'AQUITAINE', 'AQUITAINE', 'AQUITAINE', 'AQUITAINE', 'AQUITAINE']",region,region,047617eb-b57c-49dd-a5cb-05f96c91ee00
nom_region,"['OCCITANIE', 'OCCITANIE', 'OCCITANIE', 'OCCITANIE', 'OCCITANIE', 'OCCITANIE', 'OCCITANIE', 'OCCITANIE', 'OCCITANIE', 'OCCITANIE']",region,region,3b40412e-6070-42c0-8bcd-2c12dcab73bb
Région,"['ILE-DE-FRANCE', 'ILE-DE-FRANCE', 'ILE-DE-FRANCE', 'ILE-DE-FRANCE', 'ILE-DE-FRANCE', 'ILE-DE-FRANCE', 'ILE-DE-FRANCE', 'ILE-DE-FRANCE', 'ILE-DE-FRANCE', 'ILE-DE-FRANCE']",region,region,845bd585-7f17-4e88-a158-be3cd6526168
Région,"['HAUTS-DE-FRANCE', 'HAUTS-DE-FRANCE', 'HAUTS-DE-FRANCE', 'HAUTS-DE-FRANCE', 'HAUTS-DE-FRANCE', 'HAUTS-DE-FRANCE', 'HAUTS-DE-FRANCE', 'HAUTS-DE-FRANCE', 'HAUTS-DE-FRANCE', 'HAUTS-DE-FRANCE']",region,region,e967c4fb-649e-45b0-877f-a946802ecb84
Territoire,"['Corse', 'Corse', 'Corse', 'Corse', 'Corse', 'Corse']",region,region,3b05ef04-914c-42fc-a9f1-c1c2dbcf2579
REGION_NAME,"[""PROVENCE-ALPES-COTE D'AZUR"", 'CENTRE', 'PICARDIE', 'PICARDIE', 'RHONE-ALPES', 'POITOU-CHARENTES', 'BASSE-NORMANDIE', 'LANGUEDOC-ROUSSILLON', 'LANGUEDOC-ROUSSILLON', 'PAYS DE LA LOIRE']",region,region,0fab3268-8a25-4738-aeec-4853e13ca09f
Region,"['AQUITAINE', 'AQUITAINE', 'AQUITAINE', 'AQUITAINE', 'AQUITAINE', 'AQUITAINE', 'AQUITAINE', 'AQUITAINE', 'AQUITAINE', 'AQUITAINE']",region,region,fb4e49d9-6bac-41fe-b468-78687b1f2b8b
region,"['Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine']",region,region,df85fcfd-7ccf-4e08-8a8a-ad441c9b9226
LOCA,"['Aquitaine ', 'Aquitaine ', 'Aquitaine ', 'Aquitaine ', 'Aquitaine ', 'Aquitaine ', 'Aquitaine ', 'Aquitaine ', 'Aquitaine ', 'Aquitaine ']",region,region,f53a49b7-cec1-4370-bc8e-b9d00e2f882f
Région,"['Bretagne', 'Nouvelle-Aquitaine', 'Île-de-France', 'Île-de-France', 'Grand Est', 'Grand Est', ""Provence-Alpes-Côte d'Azur"", 'Grand Est', 'Auvergne-Rhône-Alpes', 'Occitanie']",region,region,e72dd304-e515-4212-8d97-fc3a362361c2
Région,"['Bourgogne', 'Bourgogne', ""Provence-Alpes-Cote d'Azur"", 'Limousin', 'Bretagne', 'Centre', 'Bretagne', 'Centre', 'Rhone-Alpes', 'Rhone-Alpes']",region,region,2718bc34-adef-4879-85f6-e61e2477b9d5
Territoire,"['Corse', 'Corse', 'Corse', 'Corse', 'Corse', 'Corse']",region,region,16b7686f-6a73-4448-bf33-a1a04aa2a8e9
nom_region,"['AQUITAINE', 'AQUITAINE', 'AQUITAINE', 'AQUITAINE', 'AQUITAINE', 'AQUITAINE', 'AQUITAINE', 'AQUITAINE', 'AQUITAINE', 'AQUITAINE']",region,region,6db91b9a-b9c6-4c74-97ea-c527b0ad3978
nom,"['Ile-de-France', 'Nouvelle Aquitaine', 'Ile-de-France', 'Pays de la Loire', 'Ile-de-France', 'Occitanie', ""Provence-Alpes-Côte d'Azur"", 'Ile-de-France', 'Auvergne-Rhône-Alpes', 'Bourgogne-Franche-Comté']",region,region,7d12f31b-4ab0-4c41-87db-862ca5bf9200
COM,"['Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine']",region,region,dd3e363f-1249-4e96-a006-c8ca704c0c07
Région,"[""PROVENCE ALPES CÔTE D'AZUR"", 'ILE DE FRANCE', 'LANGUEDOC ROUSSILLON', 'POITOU CHARENTES', ""PROVENCE ALPES CÔTE D'AZUR"", 'CHAMPAGNE ARDENNE', 'AQUITAINE', 'ILE DE FRANCE', 'PAYS DE LA LOIRE', 'ILE DE FRANCE']",region,region,030869d0-091c-416d-92f6-13e35335aa14
Région,"['Ile-de-France', 'Nord-Pas-de-Calais', 'Bretagne', 'Midi-Pyrénées', 'Rhône-Alpes', 'Poitou-Charentes', 'Ile-de-France', 'Aquitaine', 'Ile-de-France', 'Ile-de-France']",region,region,25fad2eb-c564-47e4-aa9c-471afa36eac1
Territoire,"['Corse', 'Corse', 'Corse', 'Corse', 'Corse', 'Corse', 'Corse', 'Corse', 'Corse', 'Corse']",region,region,ab9b0f6a-7de6-4e07-a7c7-3d963a01e7cf
Territoire,"['Corse', 'Corse', 'Corse', 'Corse', 'Corse', 'Corse', 'Corse', 'Corse', 'Corse', 'Corse']",region,region,bd4d8755-dded-4397-abd3-6d25344dbfde
REGION_NAME,"['PICARDIE', 'LORRAINE', 'AQUITAINE', 'PAYS DE LA LOIRE', 'PICARDIE', 'BRETAGNE', 'RHONE-ALPES', 'BASSE-NORMANDIE', 'LORRAINE', 'LORRAINE']",region,region,a9fcf708-f433-41cc-8177-1cbacce2fe3c
région,"['Bretagne', 'Languedoc-Roussillon', 'Rhône-Alpes', 'Aquitaine', 'Bretagne', 'Ile-de-France', 'Nord-Pas-de-Calais', 'Languedoc-Roussillon', 'Nord-Pas-de-Calais', 'Champagne-Ardenne']",region,region,3b5ccd29-38a5-4bb1-8f40-6d764dc03dc6
Région,"['Nord-Pas-de-Calais', 'Ile-de-France', 'Languedoc-Roussillon', 'Midi-Pyrénées', ""Provence-Alpes-Côte d'Azur"", 'Ile-de-France', 'Rhône-Alpes', 'Aquitaine', 'Ile-de-France', 'Ile-de-France']",region,region,c6876bb5-d115-4ef6-a209-c5c49468a716
Région nom,"['CORSE', 'CORSE', 'CORSE', 'CORSE', 'CORSE', 'CORSE', 'CORSE', 'CORSE', 'CORSE', 'CORSE']",region,region,49001123-e305-46c9-b58d-08522e01a371
Région de décès,"['ILE-DE-FRANCE', 'ILE-DE-FRANCE', 'ILE-DE-FRANCE', 'ILE-DE-FRANCE', 'ILE-DE-FRANCE', 'ILE-DE-FRANCE', 'ILE-DE-FRANCE', 'ILE-DE-FRANCE', 'ILE-DE-FRANCE', 'ILE-DE-FRANCE']",region,region,f8bc3839-998d-4285-9ac9-e7523d700ddf
COM,"['Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine']",region,region,3fee19f7-6801-4bc3-bec4-e1c7e68ef8d8
Région avant 2016,"['Lorraine', 'Alsace', 'Nord-Pas-de-Calais', ""Provence-Alpes-Côte d'Azur"", 'Basse-Normandie', 'Auvergne', 'Rhône-Alpes', 'Île-de-France', 'Franche-Comté', 'Haute-Normandie']",region,region,067bd861-c540-4fad-ba3a-bf72d632f57d
nom_reg,"[""PROVENCE-ALPES-COTE D'AZUR"", 'ILE-DE-FRANCE', 'GRAND EST', ""PROVENCE-ALPES-COTE D'AZUR"", ""PROVENCE-ALPES-COTE D'AZUR"", 'PAYS DE LA LOIRE', 'NOUVELLE-AQUITAINE', 'BOURGOGNE-FRANCHE-COMTE', 'ILE-DE-FRANCE', 'HAUTS-DE-FRANCE']",region,region,793f03e4-04c8-4e7b-b320-1c8b80294563
NOM_REG,"['PAYS-DE-LA-LOIRE', 'PAYS-DE-LA-LOIRE', 'PAYS-DE-LA-LOIRE', 'PAYS-DE-LA-LOIRE', 'PAYS-DE-LA-LOIRE', 'PAYS-DE-LA-LOIRE', 'PAYS-DE-LA-LOIRE', 'PAYS-DE-LA-LOIRE', 'PAYS-DE-LA-LOIRE', 'PAYS-DE-LA-LOIRE']",region,region,fc6dcad5-08e7-4dbe-b23e-46190a68eb97
Région,"['Île-de-France', 'Île-de-France', 'Île-de-France', 'Île-de-France', 'Île-de-France', 'Île-de-France', 'Île-de-France', 'Île-de-France', 'Île-de-France', 'Île-de-France']",region,region,94204c18-c916-480e-b186-a29ea23e2f98
nom_reg,"['Occitanie', 'Occitanie', 'Occitanie', 'Occitanie', 'Occitanie', 'Occitanie', 'Occitanie', 'Nouvelle-Aquitaine', 'Occitanie', 'Occitanie']",region,region,417c014d-8057-4dfb-9bd5-67d6abb836f0
Région,"[""Provence-Alpes-Côte d'Azur"", 'Ile-de-France', 'Pays de la Loire', 'Rhône-Alpes', 'Ile-de-France', 'Centre', 'Picardie', 'Ile-de-France', 'Rhône-Alpes', 'Ile-de-France']",region,region,034f64f7-3420-4de6-b40c-613350501208
Region,"['LANGUEDOC-ROUSSILLON', 'ILE-DE-FRANCE', 'BRETAGNE', 'RHONE-ALPES', 'CHAMPAGNE-ARDENNE', 'MIDI-PYRENEES', 'FRANCHE-COMTE', 'BOURGOGNE', 'LANGUEDOC-ROUSSILLON', 'LANGUEDOC-ROUSSILLON']",region,region,4aade1ba-0554-49b8-8c06-48372f6ec891
nom,"['Ile-de-France', 'Nouvelle Aquitaine', 'Ile-de-France', 'Pays de la Loire', 'Ile-de-France', 'Occitanie', ""Provence-Alpes-Côte d'Azur"", 'Ile-de-France', 'Auvergne-Rhône-Alpes', 'Bourgogne-Franche-Comté']",region,region,86591643-c80c-45d2-8d34-8e3ab12b85f6
region,"['Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine', 'Aquitaine']",region,region,6162b0e0-eae5-41af-a8d8-2793451584ff
nom_region,"['AQUITAINE', 'AQUITAINE', 'AQUITAINE', 'AQUITAINE', 'AQUITAINE', 'AQUITAINE', 'AQUITAINE', 'AQUITAINE', 'AQUITAINE', 'AQUITAINE']",region,region,5a13c90d-9c96-4950-b3c0-7add16316ce7
Nom région,"['Occitanie', 'Nouvelle Aquitaine', 'Auvergne-Rhône-Alpes', 'Occitanie', 'Auvergne-Rhône-Alpes', 'Auvergne-Rhône-Alpes', 'Hauts-de-France', 'Bretagne', 'Occitanie', 'Occitanie']",region,region,efbd4eb3-1334-4d01-8743-805730f42c57
Libellé de la région de l'établissement,"['Pays de la Loire', 'Pays de la Loire', 'Pays de la Loire', 'Pays de la Loire', 'Pays de la Loire', 'Pays de la Loire', 'Pays de la Loire', 'Pays de la Loire', 'Pays de la Loire', 'Pays de la Loire']",region,region,62a39872-30b1-42b1-94e6-7b4a77815f9d
Region,"['LANGUEDOC-ROUSSILLON', 'ILE-DE-FRANCE', 'BRETAGNE', 'RHONE-ALPES', 'CHAMPAGNE-ARDENNE', 'MIDI-PYRENEES', 'FRANCHE-COMTE', 'BOURGOGNE', 'LANGUEDOC-ROUSSILLON', 'LANGUEDOC-ROUSSILLON']",region,region,00ad5ae4-9477-4e31-af97-d81850ca9ee4
Region,"['NORD-PAS-DE-CALAIS', 'NORD-PAS-DE-CALAIS', 'NORD-PAS-DE-CALAIS', 'NORD-PAS-DE-CALAIS', 'NORD-PAS-DE-CALAIS', 'NORD-PAS-DE-CALAIS', 'NORD-PAS-DE-CALAIS', 'NORD-PAS-DE-CALAIS', 'NORD-PAS-DE-CALAIS', 'NORD-PAS-DE-CALAIS']",region,region,00feb94a-d38d-4585-8c9b-0d8c8b34d6f1
LOCA,"['Aquitaine ', 'Aquitaine ', 'Aquitaine ', 'Aquitaine ', 'Aquitaine ', 'Aquitaine ', 'Aquitaine ', 'Aquitaine ', 'Aquitaine ', 'Aquitaine ']",region,region,f725fd9d-ed3a-4d68-94ae-ee8511815508
Région,"['CENTRE', 'CENTRE', 'CENTRE', 'CENTRE', 'CENTRE', 'CENTRE', 'CENTRE', 'CENTRE', 'CENTRE', 'CENTRE']",region,region,ed77eaa9-140c-423d-9359-b553791495a6
REGION_NAME,"[""PROVENCE-ALPES-COTE D'AZUR"", 'CENTRE', 'PICARDIE', 'PICARDIE', 'RHONE-ALPES', 'POITOU-CHARENTES', 'BASSE-NORMANDIE', 'LANGUEDOC-ROUSSILLON', 'LANGUEDOC-ROUSSILLON', 'PAYS DE LA LOIRE']",region,region,04a55530-9904-45c9-a8e4-9e71dae2ab24
Region,"['LANGUEDOC-ROUSSILLON', 'ILE-DE-FRANCE', 'BRETAGNE', 'RHONE-ALPES', 'CHAMPAGNE-ARDENNE', 'MIDI-PYRENEES', 'FRANCHE-COMTE', 'BOURGOGNE', 'LANGUEDOC-ROUSSILLON', 'LANGUEDOC-ROUSSILLON']",region,region,3aa376bd-bed6-40f5-9dd9-a85f58853b81
Région,"['Centre-Val de Loire', 'Occitanie', 'Ile-de-France', 'Pays de la Loire', 'Occitanie', 'Occitanie', 'Nouvelle-Aquitaine', 'Corse', ""Provence-Alpes-Côte d'Azur"", 'Normandie']",region,region,50b3f76f-b20c-4095-b3f1-96f5e26cbac6
Région,"['Nouvelle-Aquitaine', 'Île-de-France', 'Normandie', 'Auvergne-Rhône-Alpes', 'Grand Est', ""Provence-Alpes-Côte d'Azur"", ""Provence-Alpes-Côte d'Azur"", 'Nouvelle-Aquitaine', 'Auvergne-Rhône-Alpes', 'Auvergne-Rhône-Alpes']",region,region,b6c37bf1-1cb7-456b-acc4-0c05cbd53e33
LOCA,"['Aquitaine ', 'Aquitaine ', 'Aquitaine ', 'Aquitaine ', 'Aquitaine ', 'Aquitaine ', 'Aquitaine ', 'Aquitaine ', 'Aquitaine ', 'Aquitaine ']",region,region,1b485a03-8e51-4d6d-a158-1bede93914a1
region,"['Occitanie', 'Occitanie', 'Occitanie', 'Occitanie', 'Occitanie', 'Occitanie', 'Occitanie', 'Occitanie', 'Occitanie', 'Occitanie']",region,region,2308fc36-e1f6-49fb-99c0-9d229640508c
Région,"[""Provence-Alpes-Côte d'Azur"", 'Ile-de-France', 'Pays de la Loire', 'Rhône-Alpes', 'Ile-de-France', 'Centre', 'Picardie', 'Ile-de-France', 'Rhône-Alpes', 'Ile-de-France']",region,region,837484ff-af66-40ce-97a9-6ac0a4247409
