columns,sample,human_detected,csv_detected,id
INSEE,"""[22360, 70409, 18118, 24263, 78113, 23193, 23030, 51521, 39172, 27354]""",code_commune_insee,,edf158f9-bdde-4e6e-b92c-c156c9316383
TICO,"""[Prieuré de Saint-Symphorien, Calvaire du 16e siècle, Hôtel de Viguier-Guérin, Hôtel Thirioux d'Arconville (ancien), Logis du Breuil-Malicorne, Edicule Renaissance, Dolmen dit Er-Roh, Manoir du Grand-Feugueray, Fragment du mur gallo-romain, Château de la Héruppe]""",,,edf158f9-bdde-4e6e-b92c-c156c9316383
ADRS,"""[Commerce (rue du) ; Couvent (impasse du), Gaité (rue de la) 31, Grande (rue) 73, 73bis, 73ter, 75, Plantier (rue du) 24, Délivrance (rue de la), Gendarmerie (rue de la) ; Chabanne (à l'angle de la place de la), Carrière (place de la) 28, Marché (place du) 12, 14, Nationale (rue) 1022, C.V. 2 de Chenault à Batilly]""",adresse,adresse,edf158f9-bdde-4e6e-b92c-c156c9316383
STAT,"""[propriété de la commune ; propriété d'une association cultuelle, propriété privée ; propriété d'un établissement public, propriété de la commune ; propriété d'une société privée ; propriété d'un établissement public communal ; propriété d'une personne privée, propriété de l'Etat ; propriété du conseil général, propriété de l'etat, propriété du département ; propriété d'une personne privée ; propriété d'une société privée, propriété de la commune ; propriété privée ; propriété d'un établissement public de l'Etat, propriété d'une société privée, propriété de la commune ; propriété de l'Etat ; propriété d'une société privée, propriété de la commune ; propriété d'une communauté d'agglomération]""",,,edf158f9-bdde-4e6e-b92c-c156c9316383
AFFE,"""[Affecté à la commune ; Affecté au ministère chargé des anciens combattants, affecté aux Domaines, affecté au ministère chargé des départements et territoires d'outremer, affecté au ministère chargé des postes, Affecté au ministère chargé des affaires étrangères, affecté au ministère chargé de la culture ; affecté à la délégation aux arts plastiques, Affecté au ministère chargé de l'éducation nationale, affecté au ministère chargé de l'éducation nationale ; affecté au ministère chargé de la culture, affecté au ministère l'écologie, du développement durable et de l'énergie, affecté au ministère chargé de l'environnement]""",,,edf158f9-bdde-4e6e-b92c-c156c9316383
PPRO,"""[Tour (cad. A 1044) : classement par arrêté du 6 novembre 1995, Elévations et toitures des trois tribunes (cad. AH 438 lieudit Le Champ de Courses) : inscription par arrêté du 23 décembre 1996, Façades et toitures (cad. AB 273) : inscription par arrêté du 21 mars 1988, Château de Beaulieu : inscription par arrêté du 6 décembre 1948, Moulin : inscription par arrêté du 7 janvier 1926, Chapelle de Briost : classement par arrêté du 23 septembre 1922, Façade sur rue et toiture : inscription par arrêté du 30 septembre 1959, Porte du 13e siècle : inscription par arrêté du 16 mars 1940, Clocher : classement par arrêté du 12 août 1909 ; Eglise, sauf partie classée (cad. D 182) : inscription par arrêté du 9 avril 1969, Niche adossée au mur de soutènement du préau : classement par arrêté du 21 juillet 1947]""",,,edf158f9-bdde-4e6e-b92c-c156c9316383
AUTR,"""[CHARRIER Aimé (maître de l'oeuvre), Lamaizière Léon (architecte) ; Lamaizière Marcel (architecte), Maleville Lucien de (peintre), Bossan Pierre (architecte) ; Borel Paul (peintre) ; Dufraine Charles (sculpteur) ; Razuret Jacobé (peintre), Privat Louis (architecte) ; Viollet-Le-Duc Eugène Emmanuel (architecte), NIERMANS (maître de l'oeuvre) ; PICAUD (maître de l'oeuvre), Dietrich M. (maître de l'oeuvre), Calbairac Jules (architecte) ; Bachelier Nicolas (sculpteur) ; Sajous Jean (sculpteur), COSTAIN Georges (architecte), Bourdelle (sculpteur)]""",,,edf158f9-bdde-4e6e-b92c-c156c9316383
SCLE,"""[13e siècle ; 15e siècle ; 3e quart 17e siècle ; 1er quart 18e siècle, 12e siècle ; 4e quart 15e siècle ; 16e siècle, 13e siècle ; 18e siècle ; 1er quart 19e siècle, 2e moitié 18e siècle ; 2e quart 19e siècle, 4e quart 11e siècle ; 12e siècle ; 16e siècle ; 17e siècle, 1er quart 14e siècle ; 1ère moitié 15e siècle, 17e siècle ; 4e quart 18e siècle ; 3e quart 19e siècle, 12e siècle ; 4e quart 14e siècle, 4e quart 12e siècle ; 1er quart 13e siècle ; 15e siècle, 11e siècle ; 13e siècle ; 18e siècle]""",,,edf158f9-bdde-4e6e-b92c-c156c9316383
Unnamed: 14,"""[]""",,,edf158f9-bdde-4e6e-b92c-c156c9316383
REG,"""[32, 1, 2, 3, 4, 6, 75, 44, 76, 11]""",code_region,code_region,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
DEP,"""[42, 17, 50, 51, 94, 33, 52, 92, 48, 05]""",code_departement,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
COMM,"""[22360, 21255, 17323, 38277, 42224, 77251, 60116, 78113, 79202, 33243]""",commune,code_commune_insee,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
ANNEE_DEPOT,"""[2016, 2017, 2018, 2019, 2012, 2013, 2014, 2015]""",year,year,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
ID_PC,"""[05932218O0004, 03300518K0222, 03148418B0016, 04926718A0071, 05935018O0316, 00411118S0020, 00603018C0073, 08071818P0004, 08306918Y0211, 09200717A0014]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
CAT_MOA,"""[8, 9, 2, 1]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
TYPE_MOA,"""[2]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
RS_D,"""[SCI CASERNE MONTBRISON, GAEC TARDY, Methanisation Seille Environne, RHODIA Operations - Groupe SOL, DEPARTEMENT, SCI HARCALTO, AGROCAMPUS RENNES, COMMUNE de Island, GAEC MAURY, Syndic]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
DENOMINATION_D,"""[DALKIA, SNC ADIM COTE D'AZUR, EHPAD MAISON ACCUEIL GRAND JARDIN, GODIN, JET64, GAEC XURUTA, ATELIER GROLL, TARN ET GARONNE HABITAT, SCI MAVI, SARL CLELIA]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SIRET_D,"""[81286403100016, 30110075600081, 48062277800011, 83251524100012, 38526481700011, 21380086500015, 83862152200013, 43157283300017, 52780710100029, 84147837300019]""",siret,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
ADR_NUM_D,"""[360, 171, 979, 50, 354, 94, 24 bi, 52, 194, 319]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
ADR_TYPEVOIE_D,"""[CHE, espla, BD, IMP, Allee, route, IMMEU, Domai, avenu, petit]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
ADR_LIBELLEVOIE_D,"""[IMPASSE DE L AMITIE, du Crot Guillaume, 0064 AV  JEAN BIRAY, Avenue Albert Einstein, de la  Ville aux Geais, AVENUE ALBERT SARRAUT, rue d'Armagnac, AVENUE DES MOULINS, de Saint Mards, PLACE NEUVE]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
ADR_LIEUDIT_D,"""[LABASTIDE-MURAT, ne, CS20050, LA PETITE RAGELIERE, BP 7208, LA PALAUDIERE, ZI Ecopolis, BUZEINS, Parc de Pichaury, ATLANTISUD]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
ADR_BP_D,"""[CS 61, 60049, 143, 7, BP 85, 17, 109, CS 63, CS 90, 56]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
ADR_CP_D,"""[38680, 22360, 56580, 85620, 69780, 26160, 46190, 73500, 34110, 20132]""",code_postal,code_postal,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
ADR_LOCALITE_D,"""[Perols, VOUNEUIL-SOUS-BIARD, BETAILLE, PLOUARZEL, OZOIR LA FERRIERE, Treignac, LA TRINITE-PORHOET, RENNES, Meilhards, ST PHILBERT DE GRAND LIEU]""",commune,commune,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
ADR_CEDEX_D,"""[04, 20, 14, Cedex, 13, 07, 2, 24, 75599, 08]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
ADR_PAYS_D,"""[131.0, 100.0]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
ADR_NUM_T,"""[9-15-, 360, 50, 354, 94, 56 , 52, 11 A, 319, 644]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
ADR_TYPEVOIE_T,"""[CHE, BD, IMP, Allee, route, avenu, LICE, Villa, lieu-, Hamea]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
ADR_LIBELLEVOIE_T,"""[IMPASSE DE L AMITIE, du Crot Guillaume, rue Amedee Gordini, Place de Launet, Avenue Albert Einstein, RUE BALZAC, ZA 'Les Terrages', de Pierrefeu, RUE DE LA FLUME, LUCIEN LEROUSSEAU]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
ADR_LIEUDIT_T,"""[LABASTIDE-MURAT, 11e BCA, Lieu-dit Charroi, TRANCHE 2 LOT N_6, KERAUDRENIC, saint germain de tallevende, AEROPORTS CDG, LA PETITE RAGELIERE, LA PALAUDIERE, ZI Ecopolis]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
ADR_BP_T,"""[4.0, 201.0, 107.0, 56140.0, 109.0, 16.0, 307.0, 249.0, 91.0]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
ADR_CP_T,"""[38680, 22360, 56580, 85620, 57220, 26160, 46190, 73500, 34110, 20132]""",code_postal,code_postal,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
ADR_LOCALITE_T,"""[Perols, VOUNEUIL-SOUS-BIARD, BETAILLE, PLOUARZEL, Treignac, RENNES, LA BOUILLADISSE, SAINT-SORLIN-D'ARVES, Meilhards, Saint Mard]""",commune,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
ADR_CEDEX_T,"""[93507.0, 5000.0, 59020.0, 14.0, 91152.0, 34295.0, 6205.0]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
CADASTRE1,"""[03740B, 87AS, 157BP, 821C, 53ZB, 169BD, 172BI, 743U, 0363BD, 0681AV]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
CADASTRE2,"""[427CR, 367H, 16ZD, 0695AD, 102AM, 751DL, 0034BA, 0068ZS, 228AL, 0058AO]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
CADASTRE3,"""[101AM, 147HZ, 62C, 289D, 0019A3, 1196C, 0140ZD, 263AN, 1682A, 62FI]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
TYPE_EVT,"""[1, 2, 3]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SUPERFICIE_T,"""[0, 1, 32769, 16388, 49160, 24587, 12, 15, 18, 24594]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
LOTISSEMENT,"""[0.0]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
ZAC,"""[0.0, 1.0]""",booleen,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
AFU,"""[0.0]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
NB_NIV_MAX,"""[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
NATURE_PROJET,"""[1.0, 2.0]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
I_EXTENSION,"""[0, 1]""",booleen,booleen,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
I_SURELEVATION,"""[0, 1]""",booleen,booleen,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
I_NIVSUPP,"""[0, 1]""",booleen,booleen,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
NB_CHB,"""[0, 1, 2, 3, 4, 5, 6, 8, 9, 10]""",booleen,booleen,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_A2,"""[0, 514, 1541, 520, 1034, 10254, 526, 532, 1061, 559]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_B2,"""[0, 3, 5, 8, 10, 13, 18, 22, 26, 27]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_D2,"""[0.0, 392.0, 10.0, 269.0, 398.0, 533.0, 797.0, 286.0, 546.0, 164.0]""",,booleen,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_E2,"""[0, 135, 8, 521, 10, 11, 12, 1163, 3214, 149]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_F2,"""[0.0, 525.0, 1049.0, 411.0, 28.0, 541.0, 416.0, 172.0, 52.0, 184.0]""",,booleen,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_A3,"""[0, 6, 8, 11, 14, 18, 20, 21, 25, 2074]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_B3,"""[0, 1, 2050, 3, 5, 6, 7, 8, 9, 10]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_D3,"""[0, 513, 515, 4, 9, 10, 1034, 15, 4623, 17]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_E3,"""[0, 1, 2, 3, 5, 6, 520, 9, 10, 524]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_F3,"""[0.0, 514.0, 5.0, 10758.0, 10.0, 526.0, 16.0, 19.0, 1044.0, 23.0]""",,booleen,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_A4,"""[0.0, 2050.0, 3.0, 5.0, 2058.0, 16.0, 18.0, 20.0, 21.0, 24.0]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_B4,"""[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 2054.0, 7.0, 9.0, 10.0]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_D4,"""[0, 1030, 8, 9, 1034, 10, 11, 15, 16, 18]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_E4,"""[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 3076.0, 7.0, 6.0, 10.0]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_F4,"""[0, 4, 5, 6, 7, 8, 10, 526, 17, 18]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_A5,"""[0, 519, 1545, 2065, 530, 1043, 1044, 1047, 2590, 545]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_B5,"""[0, 6, 7, 520, 11, 12, 15, 1040, 1043, 1047]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_D5,"""[0, 513, 143, 16, 21, 278, 26, 155, 28, 1830]""",,booleen,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_E5,"""[0.0, 385.0, 130.0, 3.0, 129.0, 133.0, 5.0, 135.0, 8.0, 1545.0]""",,booleen,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_F5,"""[0, 384, 143, 529, 274, 1044, 20, 152, 410, 156]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_A6,"""[0, 2565, 1543, 13320, 6151, 2060, 2062, 1551, 80400, 17]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_B6,"""[0, 1, 11266, 3, 2, 1027, 2568, 10, 12, 1548]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_D6,"""[0, 128, 707, 101, 319, 2377, 25292, 911, 15, 82]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_E6,"""[0, 512, 3, 6, 135, 8, 265, 17, 531, 1300]""",,booleen,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_F6,"""[0, 389, 135, 519, 1164, 280, 670, 2465, 1058, 420]""",,booleen,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_A7,"""[0, 4097, 12, 21, 4118, 2072, 2078, 33, 4130, 6177]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_B7,"""[0, 1, 2, 3, 5, 6, 7, 10, 11, 12]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_D7,"""[0, 98, 135, 49, 20, 24]""",,booleen,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_E7,"""[0.0, 1.0, 2.0, 1540.0, 518.0, 8.0, 11.0, 13.0, 17.0, 531.0]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_F7,"""[0, 128, 136, 396, 271, 143, 11664, 659, 19, 149]""",,booleen,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_A8,"""[0, 2, 2050, 4, 2054, 26641, 19, 23, 27, 28]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_B8,"""[0, 3, 6, 10, 13, 18, 19, 20, 21, 24]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_D8,"""[0, 769, 897, 131, 392, 16, 18, 24, 1694, 32]""",,booleen,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_E8,"""[0.0, 2.0, 4.0, 6.0, 9.0, 10.0, 3596.0, 13.0, 17.0, 530.0]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_F8,"""[0, 1030, 9, 1547, 526, 527, 4623, 17, 19, 1555]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_A9,"""[0, 3, 5, 10, 12, 15, 17, 2065, 22, 4118]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_B9,"""[0.0, 1.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_D9,"""[0.0, 3.0, 7.0, 1544.0, 10.0, 11.0, 14.0, 526.0, 538.0, 26.0]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_E9,"""[0.0, 1537.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 512.0, 9.0]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
SDP_F9,"""[0, 7808, 2050, 131, 1541, 7, 135, 138, 139, 395]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
I_TRANSPORT,"""[0, 1]""",booleen,booleen,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
I_ENSETRECH,"""[0, 1]""",booleen,booleen,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
I_SANTE,"""[0, 1]""",booleen,booleen,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
I_ACTSOCIAL,"""[0, 1]""",booleen,booleen,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
I_OUVRAGESPEC,"""[0, 1]""",booleen,booleen,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
I_CULTURE,"""[0, 1]""",booleen,booleen,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
TYPE_OPERATION_CONSTR,"""[8, 9, 11, 13, 14]""",,,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
DPC,"""[2018-12-31]""",date,date,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
DATEREELLE_DECISION_FAV,"""[2015-12-09, 2017-09-20, 2018-12-12, 2018-06-14, 2017-10-13, 2018-06-12, 2017-10-10, 2018-05-14, 2018-12-29, 2017-10-12]""",date,date,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
DATEREELLE_DOC,"""[2018-04-23, 2018-12-12, 2018-07-11, 2016-04-18, 2018-01-07, 2018-10-19, 2018-12-10, 2014-11-18, 2018-08-08, 2018-05-17]""",date,date,f6c8e5b3-762c-44aa-84bc-b3802df8c93f
Num_Acc,"""[200600000001, 200600000002, 200600000003, 200600000004, 200600000005, 200600000006, 200600000007, 200600000008, 200600000009, 200600000010]""",,date,fafa33cf-50cb-4092-a819-d5209f684089
an,"""[6]""",,,fafa33cf-50cb-4092-a819-d5209f684089
mois,"""[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]""",,,fafa33cf-50cb-4092-a819-d5209f684089
jour,"""[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]""",,,fafa33cf-50cb-4092-a819-d5209f684089
hrmn,"""[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]""",,,fafa33cf-50cb-4092-a819-d5209f684089
lum,"""[1, 2, 3, 4, 5]""",,,fafa33cf-50cb-4092-a819-d5209f684089
agg,"""[1, 2]""",,,fafa33cf-50cb-4092-a819-d5209f684089
int,"""[1, 2, 3, 4, 5, 6, 7, 8, 9]""",,,fafa33cf-50cb-4092-a819-d5209f684089
atm,"""[1, 2, 3, 4, 5, 6, 7, 8, 9]""",,,fafa33cf-50cb-4092-a819-d5209f684089
col,"""[1, 2, 3, 4, 5, 6, 7]""",,,fafa33cf-50cb-4092-a819-d5209f684089
com,"""[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]""",,,fafa33cf-50cb-4092-a819-d5209f684089
adr,"""[BD LANNES AV DE POLOGNE, 1, BD DE SUISSE, ORCHIES (RUE D'), 431, MOULIN N 20 (AVENUE, 42 R DE TOLBIAC, sans, CHURCHILL BOULEVAR, BD PEREIRE PL WAGRAM, 8 RUE J.B CANONNE, HAZEBROUCK (ROUTE), LA FONT DEL GORMANDS]""",,,fafa33cf-50cb-4092-a819-d5209f684089
gps,"""[R, G, A, M]""",,sexe,fafa33cf-50cb-4092-a819-d5209f684089
lat,"""[0.0, 4915200.0, 4816900.0, 4718600.0, 4620300.0, 4423700.0, 4325400.0, 5046300.0, 4948000.0, 4849700.0]""",,,fafa33cf-50cb-4092-a819-d5209f684089
long,"""[0.0, -98300.0, 524300.0, -294900.0, -393200.0, 327700.0, 229400.0, 32800.0, -163800.0, 655400.0]""",,,fafa33cf-50cb-4092-a819-d5209f684089
dep,"""[520, 10, 530, 20, 540, 30, 550, 40, 560, 50]""",code_departement,,fafa33cf-50cb-4092-a819-d5209f684089
REG,"""[32, 1, 2, 3, 4, 6, 75, 44, 76, 11]""",code_region,code_region,fd170bce-4cb3-4c49-8ca9-0fee1c77a2fa
DEP,"""[42, 17, 50, 51, 94, 33, 52, 92, 48, 05]""",code_departement,,fd170bce-4cb3-4c49-8ca9-0fee1c77a2fa
COMM,"""[27050, 22360, 53014, 84072, 38277, 24263, 77251, 79202, 33243, 26160]""",code_commune_insee,code_commune_insee,fd170bce-4cb3-4c49-8ca9-0fee1c77a2fa
ANNEE_DEPOT,"""[2016, 2017, 2018, 2014, 2015]""",year,year,fd170bce-4cb3-4c49-8ca9-0fee1c77a2fa
ID_PC,"""[04223318R0005, 0955001800022, 00256418S0001, 04418418T1037, 08071818P0004, 0625101800004, 05625518Y0015, 09307718B0041, 05011818J0001, 07305418M1002]""",,,fd170bce-4cb3-4c49-8ca9-0fee1c77a2fa
CAT_MOA,"""[8, 1, 2, 9]""",,,fd170bce-4cb3-4c49-8ca9-0fee1c77a2fa
TYPE_MOA,"""[2]""",,,fd170bce-4cb3-4c49-8ca9-0fee1c77a2fa
RS_D,"""[EARL ROUSSELY, ASNIERES PARC B8B9, REGION ILE DE FRANCE, SCI DCA 25, CONSEIL DEPARTEMENTAL 66, SCI BOUCHE, representee par SARL IMODEV, S&G IMMO, Micro creche, MAIRIE DE LAPEYRUGUE]""",,,fd170bce-4cb3-4c49-8ca9-0fee1c77a2fa
DENOMINATION_D,"""[ASNIERES PARC B8B9, Commune de Lentilly, LEs FANFOUNETS, BANQUE POPULAIRE BOURGOGNE FRANCHE-COMTE, EARL DU COMTE, SCI JPA, GAEC DU CLOS ROSET, SCI VILLENOY INVEST, COMMUNE DE BOUC BEL AIR, SEMCODA - M. LEVY Gerard]""",,,fd170bce-4cb3-4c49-8ca9-0fee1c77a2fa
SIRET_D,"""[52929731900020, 24010089100029, 40209889100011, 83251524100012, 79975931100019, 47860869800039, 423602713, 39293661300018, 21630423800019, 21260292400012]""",siret,,fd170bce-4cb3-4c49-8ca9-0fee1c77a2fa
ADR_NUM_D,"""[1435, 360, 50, RD125, 354, 94, 52, 56T, 644, 449]""",,,fd170bce-4cb3-4c49-8ca9-0fee1c77a2fa
ADR_TYPEVOIE_D,"""[CHE, Ferme, LE BO, T, BD, Ch, IMP, Allee, route, squar]""",adresse,adresse,fd170bce-4cb3-4c49-8ca9-0fee1c77a2fa
ADR_LIBELLEVOIE_D,"""[37  rue du Colonel Pierre, LA METRIE, Ferme de la Maurepaire, Claude MONNET, place du Chateau, Jehan le Povremoyne, LES BOURNATS, ZI KERANGUEVEN, CH DU BOEUF, Kerlescouarn Bras]""",adresse,adresse,fd170bce-4cb3-4c49-8ca9-0fee1c77a2fa
ADR_LIEUDIT_D,"""[PARC D'ACTIVITE DE FONTVIEILLE, LE BRU, Batiment Equinoxes, IMMOBILIER RI_oeSEAU PI_oeLE OUESTSECT, LES CHABANNERIES, ROCHELIMAGNE, RESTERMINE, KERAUDRENIC, Vers le Pre, PAR M.BOUIN PHILIPPE GERANT]""",,,fd170bce-4cb3-4c49-8ca9-0fee1c77a2fa
ADR_BP_D,"""[42, CS663, 7, 17, 400, 33, 223, CS 40, 82618, CS 90]""",,,fd170bce-4cb3-4c49-8ca9-0fee1c77a2fa
ADR_CP_D,"""[56580, 77300, 73500, 19150, 91080, 16140, 22300, 38024, 07290, 56690]""",code_postal,,fd170bce-4cb3-4c49-8ca9-0fee1c77a2fa
ADR_LOCALITE_D,"""[Perols, NAUCELLE, BRETENOUX, BETAILLE, ARC LES GRAY, Biches, LANDRY, Treignac, BRIGNOLES CEDEX, SAINT-POL-DE-LEON]""",,,fd170bce-4cb3-4c49-8ca9-0fee1c77a2fa
ADR_CEDEX_D,"""[19, 04, 5, 14, 17, Cedex, 97, 33, 35380, 07]""",,,fd170bce-4cb3-4c49-8ca9-0fee1c77a2fa
ADR_PAYS_D,"""[131, 100, 309]""",,,fd170bce-4cb3-4c49-8ca9-0fee1c77a2fa
ADR_NUM_T,"""[50/54, 360, 3 T, 50, 354, 94, 52, 319, 1D, 1540]""",,,fd170bce-4cb3-4c49-8ca9-0fee1c77a2fa
ADR_TYPEVOIE_T,"""[CHE, Ferme, LE BO, CHS, BD, Ch, IMP, D , Allee, route]""",adresse,adresse,fd170bce-4cb3-4c49-8ca9-0fee1c77a2fa
ADR_LIBELLEVOIE_T,"""[CHEMIN DES LIAVOLES, rue des Deux Montagnes Que, Place de Launet, LA METRIE, Ferme de la Maurepaire, place du Chateau, RUE SAINT ANTOINE, Jehan le Povremoyne, Rue du Stade, LE TOMAS]""",,,fd170bce-4cb3-4c49-8ca9-0fee1c77a2fa
ADR_LIEUDIT_T,"""[PARC D'ACTIVITE DE FONTVIEILLE, LE BRU, SAINT-SAMSON DE BONFOSSE, le treich, LES CHABANNERIES, Paquis de Boulacourt, ROCHELIMAGNE, KERAUDRENIC, RESTERMINE, LE GRAND MARAIS]""",,,fd170bce-4cb3-4c49-8ca9-0fee1c77a2fa
ADR_BP_T,"""[2, 42, 35720, 108, 9, 21, 93, SAINT, 47, 53]""",,,fd170bce-4cb3-4c49-8ca9-0fee1c77a2fa
ADR_CP_T,"""[22360, 69780, 26160, 46190, 73500, 19150, 16140, 22300, 57660, 07290]""",code_postal,code_postal,fd170bce-4cb3-4c49-8ca9-0fee1c77a2fa
ADR_LOCALITE_T,"""[EAUNES, Perols, VOUNEUIL-SOUS-BIARD, BETAILLE, ARC LES GRAY, Biches, Treignac, Queige, LE CHESNAY, RENNES]""",commune,commune,fd170bce-4cb3-4c49-8ca9-0fee1c77a2fa
ADR_CEDEX_T,"""[35720.0, 12.0]""",,,fd170bce-4cb3-4c49-8ca9-0fee1c77a2fa
CADASTRE1,"""[890B, 16ZD, 973D, 0556AZ, 0041BS, 147BV, 0001B, 132BO, 1113A, 157AH]""",,,fd170bce-4cb3-4c49-8ca9-0fee1c77a2fa
