columns,sample,human_detected,csv_detected,id,,,,,,,,,,,,,,,,,,,,,,adresse
NB_LGT_IND_CREES,"""[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]""",,,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
NB_LGT_COL_CREES,"""[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]""",,,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
NB_LGT_TOT_CREES,"""[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]""",,,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
NB_NIV_MAX,"""[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0]""",,,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
NATURE_PROJET,"""[1.0, 2.0]""",,,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
I_EXTENSION,"""[0, 1]""",booleen,booleen,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
I_SURELEVATION,"""[0, 1]""",booleen,booleen,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
I_NIVSUPP,"""[0, 1]""",booleen,booleen,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
I_PISCINE,"""[0, 1]""",booleen,booleen,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
I_GARAGE,"""[0, 1]""",booleen,booleen,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
I_VERANDA,"""[0, 1]""",booleen,booleen,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
I_ABRIJARDIN,"""[0, 1]""",booleen,booleen,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
I_AUTREANNEXE,"""[0, 1]""",booleen,booleen,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
I_RESIDPRINC,"""[0, 1]""",booleen,booleen,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
I_RESIDSEC,"""[0, 1]""",booleen,booleen,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
I_PERSONNELLE,"""[0, 1]""",booleen,booleen,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
I_VENTE,"""[0, 1]""",booleen,booleen,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
I_LOCATION,"""[0, 1]""",booleen,booleen,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
I_LGTR_SENIORS,"""[0, 1]""",booleen,booleen,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
I_LGTR_ETUDIANTS,"""[0, 1]""",booleen,booleen,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
I_LGTR_TOURISME,"""[0, 1]""",booleen,booleen,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
I_LGTR_HOTELIERESOC,"""[0, 1]""",booleen,booleen,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
I_LGTR_SOCIAL,"""[0, 1]""",booleen,booleen,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
I_LGTR_HANDICAPES,"""[0]""",booleen,booleen,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
I_LGTR_AUTRE,"""[0, 1]""",booleen,booleen,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
I_LGTR_AUTRE_LIBELLE,"""[Residence senior 24 logements, pension de famille, BANQUES, hotel, gite de groupe et salle de reception, logements destines a la location, logements de fonction, LOGEMENTS D'URGENCE, Hotel de 50 chambres]""",,,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
SDP_A1,"""[0.0, 1.0, 5.0, 9.0, 14.0, 15.0, 16.0, 19.0, 23.0, 25.0]""",,,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
SDP_B1,"""[0.0, 1.0, 2.0, 2051.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]""",,,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
SDP_D1,"""[0.0, 2.0, 4.0, 7.0, 8.0, 9.0, 10.0, 15.0, 16.0, 17.0]""",,,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
SDP_ E1,"""[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 520.0, 9.0]""",,,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
SDP_F1,"""[0.0, 1.0, 4.0, 8.0, 10.0, 16.0, 18.0, 20.0, 21.0, 22.0]""",,,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
TYPE_OPERATION_CONSTR,"""[1, 4, 5, 6, 7, 10, 12, 14]""",,,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
PERIODE_DEVRT,"""[2019-01-31]""",date,date,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
DATEREELLE_DECISION_FAV,"""[2017-09-20, 2019-01-18, 2016-07-27, 2017-11-20, 2018-12-29, 2018-10-30, 2017-02-24, 2018-12-20, 2018-03-12, 2018-08-07]""",date,date,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
DATEREELLE_DOC,"""[2019-01-31, 2017-09-20, 2018-12-12, 2019-01-09, 2019-01-29, 2018-12-10, 2018-12-19, 2019-01-15, 2018-05-30, 2018-04-30]""",date,,ad4a182a-8221-494d-a97d-4ea8fd411dc6,,,,,,,,,,,,,,,,,,,,,,
Num_Acc,"""[201300000001, 201300000002, 201300000003, 201300000004, 201300000005, 201300000006, 201300000007, 201300000008, 201300000009, 201300000010]""",,,af4349c5-0293-4639-8694-b8b628bfc6c3,,,,,,,,,,,,,,,,,,,,,,
place,"""[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]""",,,af4349c5-0293-4639-8694-b8b628bfc6c3,,,,,,,,,,,,,,,,,,,,,,
catu,"""[1, 2, 3, 4]""",,,af4349c5-0293-4639-8694-b8b628bfc6c3,,,,,,,,,,,,,,,,,,,,,,
grav,"""[1, 2, 3, 4]""",,,af4349c5-0293-4639-8694-b8b628bfc6c3,,,,,,,,,,,,,,,,,,,,,,
sexe,"""[1, 2]""",,,af4349c5-0293-4639-8694-b8b628bfc6c3,,,,,,,,,,,,,,,,,,,,,,
trajet,"""[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 9.0]""",,,af4349c5-0293-4639-8694-b8b628bfc6c3,,,,,,,,,,,,,,,,,,,,,,
secu,"""[32.0, 1.0, 2.0, 33.0, 3.0, 41.0, 42.0, 11.0, 12.0, 13.0]""",code_departement,code_departement,af4349c5-0293-4639-8694-b8b628bfc6c3,,,,,,,,,,,,,,,,,,,,,,
locp,"""[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]""",,,af4349c5-0293-4639-8694-b8b628bfc6c3,,,,,,,,,,,,,,,,,,,,,,
actp,"""[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 9.0]""",,,af4349c5-0293-4639-8694-b8b628bfc6c3,,,,,,,,,,,,,,,,,,,,,,
etatp,"""[0.0, 1.0, 2.0, 3.0]""",,booleen,af4349c5-0293-4639-8694-b8b628bfc6c3,,,,,,,,,,,,,,,,,,,,,,
an_nais,"""[1909.0, 1911.0, 1913.0, 1914.0, 1915.0, 1917.0, 1918.0, 1919.0, 1920.0, 1921.0]""",year,year,af4349c5-0293-4639-8694-b8b628bfc6c3,,,,,,,,,,,,,,,,,,,,,,
num_veh,"""[I02, S19, A01, W23, I09, O15, D04, C03, P16, Y25]""",,,af4349c5-0293-4639-8694-b8b628bfc6c3,,,,,,,,,,,,,,,,,,,,,,
Quarterly,"""[Number of SIM cards (MtoM cards excluded), Prepaid cards, GUADELOUPE, St-MARTN, St-BARTHELEMY, MAYOTTE, Total number of SIM cards (MtoM cards included), Total number of SIM cards (MtoM cards excluded), MARTINIQUE, LA REUNION, I. Indicators of networks - raw series, MOBILE SERVICES]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 1,"""[Millions of units]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 2,"""[MAYOTTE, Total parc actif (forfaits+cartes prépayées actives), GUADELOUPE, St-MARTN, St-BARTHELEMY, MARTINIQUE, LA REUNION, Nombre de cartes prépayées, Nombre d'abonnements et forfaits (hors MtoM), Suivi des parcs de cartes SIM dans les départements et collectivtés de l'outremer, Ctrl, ENSEMBLE DES DEPARTEMENTS D'OUTREMER]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 3,"""[Millions d'unités]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Year/Année 2000,"""[Q1 2000, T1 2000]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 5,"""[T2 2000, Q2 2000]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 6,"""[T3 2000, Q3 2000]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 7,"""[Q4 2000, T4 2000]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Year/Année 2001,"""[T1 2001, Q1 2001]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 9,"""[T2 2001, Q2 2001]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 10,"""[T3 2001, Q3 2001]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 11,"""[T4 2001, Q4 2001]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Year/Année 2002,"""[T1 2002, Q1 2002]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 13,"""[T2 2002, Q2 2002]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 14,"""[T3 2002, Q3 2002]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 15,"""[T4 2002, Q4 2002]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Year/Année 2003,"""[T1 2003, Q1 2003]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 17,"""[Q2 2003, T2 2003]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 18,"""[T3 2003, Q3 2003]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 19,"""[Q4 2003, T4 2003]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Year/Année 2004,"""[T1 2004, Q1 2004]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 21,"""[Q2 2004, T2 2004]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 22,"""[Q3 2004, T3 2004]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 23,"""[T4 2004, Q4 2004]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Year/Année 2005,"""[T1 2005, Q1 2005]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 25,"""[Q2 2005, T2 2005]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 26,"""[Q3 2005, T3 2005]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 27,"""[T4 2005, Q4 2005]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Year/Année 2006,"""[1,686, 0,829, 0,858, Q1 2006, T1 2006]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 29,"""[Q2 2006, T2 2006, 0,866, 1,718, 0,853]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 30,"""[T3 2006, 0,932, Q3 2006, 1,811, 0,879]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 31,"""[1,884, T4 2006, Q4 2006, 0,915, 0,969]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Year/Année 2007,"""[0,385, 0,143, 1,937, Q1 2007, 0,999, 0,136, 0,440, 0,100, 0,073, 0,938]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 33,"""[0,094, 0,357, 0,161, 0,136, 0,990, 0,453, 0,084, 0,197, 0,966, 0,109]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 34,"""[0,235, 0,425, 0,134, 0,257, 0,179, 1,003, 0,990, Q3 2007, T3 2007, 0,739]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 35,"""[0,877, 0,933, 0,453, 0,440, 0,100, 0,197, 0,149, 0,188, 1,038, 0,131]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Year/Année 2008,"""[1,059, 0,425, 0,218, 0,426, 0,195, 0,182, 0,156, 1,981, 0,457, 0,445]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 37,"""[0,357, 0,203, 0,453, 0,430, 0,100, 0,197, 0,228, 0,108, 0,268, 0,181]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 38,"""[0,094, 0,134, 0,245, 0,186, 0,465, 0,100, 0,156, T3 2008, 0,374, 0,929]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 39,"""[0,264, 0,137, 0,262, 2,055, 0,161, 0,095, 1,129, 0,188, 0,450, 1,153]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Year/Année 2009,"""[0,283, 0,145, T1 2009, 0,465, 0,107, 2,109, 0,268, 0,472, 1,153, 0,529]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 41,"""[0,195, 0,357, 0,831, 0,161, 0,474, 0,203, T2 2009, 0,440, 0,480, 0,479]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 42,"""[2,353, 1,184, 0,480, 0,205, 0,151, 0,106, 0,285, 2,141, 0,108, 0,131]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 43,"""[0,235, 2,194, 0,553, 0,917, 0,177, 0,838, 0,132, 0,209, 0,277, 0,491]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Year/Année 2010,"""[0,235, 0,134, 0,510, 0,178, 0,209, 0,106, 0,114, 0,167, 0,558, Q1 2010]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 45,"""[0,463, 1,179, 0,290, 0,136, 0,179, 0,282, 0,215, Q2 2010, 0,240, 2,185]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 46,"""[0,532, 0,245, 0,510, 0,140, 0,179, 1,246, Q3 2010, 0,157, 1,187, 0,330]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 47,"""[0,534, 0,257, 2,280, 0,852, 0,523, 0,042, T4 2010, 0,108, 0,149, 1,013]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Year/Année 2011,"""[0,264, 0,626, 2,288, 0,140, 0,179, 0,856, 0,384, Q1 2011, 0,528, 0,183]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 49,"""[0,641, 2,564, 0,143, 0,910, 0,247, Q2 2011, 0,111, 0,165, 0,179, 0,554]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 50,"""[0,168, 0,538, 0,906, 0,361, 0,664, 0,045, 0,169, 1,306, 1,013, 0,241]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 51,"""[1,337, 0,262, 0,922, 0,165, T4 2011, 0,492, 0,132, 0,677, 0,369, 0,313]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Year/Année 2012,"""[0,364, 2,661, 0,262, 0,290, 0,856, 0,312, 0,132, 0,677, 0,185, 1,002]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 53,"""[0,364, 1,361, 0,134, 0,168, 0,262, 0,177, 0,251, 0,990, 2,351, 0,563]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 54,"""[0,364, 0,262, 0,920, 0,352, 0,136, 0,686, 0,256, T3 2012, 1,376, 2,373]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 55,"""[0,264, 0,140, 0,286, 0,838, 0,906, 1,001, T4 2012, 0,681, 0,292, 0,167]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Year/Année 2013,"""[0,893, 0,245, 0,195, 0,140, 0,990, T1 2013, 0,554, 0,185, 0,580, Q1 2013]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 57,"""[0,962, 0,813, 0,195, 0,247, 0,257, 0,383, 2,291, 0,275, 0,151, 0,108]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 58,"""[1,366, 0,310, 0,486, 0,877, 2,677, 0,205, 0,185, 0,107, 0,974, 0,707]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 59,"""[0,573, 0,143, 0,849, 0,111, 0,581, 0,203, Q4 2013, 0,185, 0,993, 0,717]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Year/Année 2014,"""[0,143, 0,262, 0,206, 0,111, 2,725, 0,177, 0,185, 0,292, 0,207, 0,889]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 61,"""[0,385, T2 2014, 0,257, 0,701, 0,178, 1,353, 0,838, 0,579, 0,182, 0,205]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 62,"""[1,385, 0,204, 0,884, 0,206, T3 2014, 0,251, 0,286, 0,492, 0,256, 0,369]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 63,"""[0,143, T4 2014, 0,679, 0,177, 0,357, 0,282, 0,598, 0,285, 0,945, 0,051]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Year/Année 2015,"""[0,573, 0,143, 0,168, 0,922, 0,206, 0,257, 0,251, 0,282, 0,004, 1,295]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 65,"""[0,168, Q2 2015, 0,140, 0,004, 0,473, 1,406, 0,325, 0,580, 1,268, 0,602]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 66,"""[0,573, 0,143, 0,165, 0,257, 0,223, 0,004, 2,673, 0,325, 1,262, 0,197]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 67,"""[1,235, 0,349, 0,254, 0,867, 0,004, 0,677, 0,277, 0,915, 0,201, 0,207]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Year/Année 2016,"""[1,176, 0,059, 0,475, 0,239, 0,182, 0,004, 0,205, 0,818, 1,442, 0,166]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 69,"""[2,595, 1,141, T2 2016, 0,865, 0,165, 0,145, 0,310, 0,877, 2,331, 0,004]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 70,"""[0,641, 0,262, 0,564, 0,145, 0,179, 0,286, 2,587, 0,223, 0,004, 1,473]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 71,"""[0,338, 0,218, 0,195, 0,177, 0,877, 0,004, 0,063, 0,156, 0,227, 0,292]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Year/Année 2017,"""[0,641, 0,226, 0,161, 0,852, 0,178, 0,203, 0,004, T1 2017, 2,362, 0,341]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 73,"""[0,143, 0,262, 0,005, 0,290, 0,461, 2,622, 0,533, 0,203, 0,215, T2 2017]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 74,"""[0,262, 0,179, 0,277, 1,529, 0,632, Q3 2017, 0,675, 0,558, 0,529, 0,120]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 75,"""[0,626, 0,349, 0,845, 1,555, T4 2017, 0,277, 0,183, 1,052, 0,875, 0,138]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Year/Année 2018,"""[Q1 2018, 0,206, 0,352, 0,136, 0,700, 0,203, T1 2018, 0,527, 0,871, 1,037]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 77,"""[0,005, 0,709, 2,601, 0,453, 0,622, 0,215, 0,767, 0,201, 0,268, 0,527]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 78,"""[Q3 2018, T3 2018]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Unnamed: 79,"""[Q4 2018, T4 2018]""",,,af637e2e-64cc-447f-afc4-7376be8d5eb0,,,,,,,,,,,,,,,,,,,,,,
Num_Acc,"""[201200000001, 201200000002, 201200000003, 201200000004, 201200000005, 201200000006, 201200000007, 201200000008, 201200000009, 201200000010]""",,date,b2518ec1-6529-47bc-9d55-40e2effeb0e7,,,,,,,,,,,,,,,,,,,,,,
an,"""[12]""",,code_departement,b2518ec1-6529-47bc-9d55-40e2effeb0e7,,,,,,,,,,,,,,,,,,,,,,
mois,"""[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]""",,,b2518ec1-6529-47bc-9d55-40e2effeb0e7,,,,,,,,,,,,,,,,,,,,,,
jour,"""[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]""",,,b2518ec1-6529-47bc-9d55-40e2effeb0e7,,,,,,,,,,,,,,,,,,,,,,
hrmn,"""[1, 2, 3, 4, 5, 6, 7, 10, 11, 12]""",,,b2518ec1-6529-47bc-9d55-40e2effeb0e7,,,,,,,,,,,,,,,,,,,,,,
lum,"""[1, 2, 3, 4, 5]""",,,b2518ec1-6529-47bc-9d55-40e2effeb0e7,,,,,,,,,,,,,,,,,,,,,,
agg,"""[1, 2]""",,,b2518ec1-6529-47bc-9d55-40e2effeb0e7,,,,,,,,,,,,,,,,,,,,,,
int,"""[1, 2, 3, 4, 5, 6, 7, 8, 9]""",,,b2518ec1-6529-47bc-9d55-40e2effeb0e7,,,,,,,,,,,,,,,,,,,,,,
atm,"""[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]""",,,b2518ec1-6529-47bc-9d55-40e2effeb0e7,,,,,,,,,,,,,,,,,,,,,,
col,"""[1, 2, 3, 4, 5, 6, 7]""",,,b2518ec1-6529-47bc-9d55-40e2effeb0e7,,,,,,,,,,,,,,,,,,,,,,
com,"""[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]""",,,b2518ec1-6529-47bc-9d55-40e2effeb0e7,,,,,,,,,,,,,,,,,,,,,,
adr,"""[., TOUL SABLE  ROND POIN, 86, SAND (RUE GEORGES), LE CHESNAY, 48, REVERSEAUX 48 A FIN, HAZEBROUCK (ROUTE), 117, R GUILLET, FACE 372, DULAC (AVENUE, VIEILLE ROUTE DE LA GAVO, 42, DIDEROT (AV), 51, RD 2144]""",adresse,adresse,b2518ec1-6529-47bc-9d55-40e2effeb0e7,,,,,,,,,,,,,,,,,,,,,,
gps,"""[R, G, A, M]""",,,b2518ec1-6529-47bc-9d55-40e2effeb0e7,,,,,,,,,,,,,,,,,,,,,,
